Review ID,Reviewer Name,Rating,Review Date,Review Content
5252,WC,5 ⭐,Feb 08 2025,"A friend told us about the the ""annual"" plan for traveling.  Easy to keep up with for multiple trips."
5253,DD,5 ⭐,Feb 08 2025,N/A
5254,RR,2 ⭐,Feb 08 2025,N/A
5255,LM,5 ⭐,Feb 08 2025,Great customer service.  Quick and fast!
5256,PM,1 ⭐,Feb 08 2025,I think this is a scam.  Last time I buy insurance from Allianz.  Totally legit reason to file a claim and it was declined.
5257,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
5258,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
5259,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
5260,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
5261,GB,5 ⭐,Feb 08 2025,Prompt settlement
5262,JB,1 ⭐,Feb 08 2025,Was a waste of paying. My flight was cancelled due to a “maintenance issue” at my connecting airport….and my airline couldn’t accommodate a decent replacement flight. So i had to purchase another ticket at a different airport with a different airline company. I cancelled my ticket with this insurance and they couldn’t cover my inconvenience.
5263,ZD,5 ⭐,Feb 08 2025,N/A
5264,BB,5 ⭐,Feb 08 2025,Simple and straightforward
5265,MO,5 ⭐,Feb 08 2025,N/A
5266,MH,5 ⭐,Feb 08 2025,"The claims process was simple and straight forward. The tracker allows you to know what stage it is at and they were fairly quick to make a decision. The coverage of our unexpected, additional expenses due to cancelled flights was a blessing."
5267,SL,5 ⭐,Feb 08 2025,Quick and easy
5268,JC,5 ⭐,Feb 08 2025,"Super easy to purchase and make a claim.  My insurance was paid just a couple of days after I sent in the necessary information to process the claim.  I have used Allianz for several years and when you need them, they have your back"
5269,CB,5 ⭐,Feb 08 2025,"This insurance is comprehensive and affordable.  I was grateful to not need it on this trip, but bought it for the year, as I plan to do more traveling."
5270,SV,5 ⭐,Feb 08 2025,MY EXPERIENCE WITH THEM WAS VERY EFFECTIVE AND I AM QUICKLY VERY SATISFIED WITH MY CASE.
5271,MA,5 ⭐,Feb 08 2025,Comfort knowing I was protected if need be.
5272,Karen Fox,5 ⭐,Feb 08 2025,"Allianz Travel Insurance deserves every one of these 5 stars—and if I could give them 10, I absolutely would. Their claim processing was the fastest and most efficient I’ve ever experienced. When my wife and I needed assistance after our airlines and cruise ship cancellation due to a short-term illness, they handled everything with utmost professionalism and care.Every customer service agent I interacted with was not only professional but also incredibly helpful. The communication was constant and reassuring, with daily updates via both email and texting. It truly felt like they were with us every step of the way.I am completely satisfied with the service we received and wholeheartedly recommend Allianz Travel Insurance to anyone. Their commitment to excellent service has convinced me that I’ll never travel without insurance again. Thank you very much for making a stressful situation so seamless and stress-free!We worked with Superior Travel (516.224.7880) and our agent Heather H. were both OUTSTANDING. Heather advised us to take the Allianz Travel Insurance for our $7,000 air and sea trip. Heather is our HERO along with Allianz.FULL REFUND IN A TIMELY MANNER!AMAZING SERVICE AND PROCESSING.THANK YOU.DR. FOX"
5273,LS,1 ⭐,Feb 08 2025,I still have not received my check and it took 6 weeks to process the claim.  I had to submit paperwork 7 times!  This is very poor customer service!
5274,MM,5 ⭐,Feb 08 2025,Submitting my claim was very easy.  I was very impressed that my claim was approved on the same day when I submitted: Saturday!  Thank you for your good service.
5275,EC,5 ⭐,Feb 08 2025,Allianz was quick to take care of my delay.
5276,GM,5 ⭐,Feb 08 2025,No claims but had a good feeling that if anything happened we would be covered due to good experience with claim in the past.
5277,MM,5 ⭐,Feb 08 2025,i like the service i wish you were able to get a full refund   but it did not happen thanks
5278,RO,5 ⭐,Feb 08 2025,Claims process was simple and payment was prompt.
5279,ST,3 ⭐,Feb 08 2025,Took longer than advertised to pay the claim.  Claim did not cover meals that were needed due to the flight cancellation.
5280,GP,5 ⭐,Feb 08 2025,N/A
5281,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
5282,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
5283,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
5284,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
5285,DT,5 ⭐,Feb 08 2025,It was easy to use the website to purchase the insurance. Any questions I had were in the FAQ.
5286,ST,5 ⭐,Feb 08 2025,The ease of filing a claim online made the experience less stressful. I will purchase the insurance with all future ticket purchases!
5287,SM,3 ⭐,Feb 08 2025,Still waiting on refund check almost two week after you notified me it was coming
5288,DD,2 ⭐,Feb 08 2025,Allianz covered trip provider cease of…Allianz covered trip provider cease of business. They still have not paid us for our Crystal cruise bankruptcy 3 years ago. We are seniors over 70. They take advantage of customers and weasel out of paying. Why have travel insurance at all. Now we only buy medical travel insurance affiliated with an airline. Say NO to travel insurance. Lost bags or damage are reimbursed by airflines anyway.Disgusted with foreign company Allianz.
5289,RI,5 ⭐,Feb 08 2025,Submitting the claim was easy and without hassles.
5290,CJ,1 ⭐,Feb 08 2025,The worst way of getting my money back is thru a check and paid for my event off my card. Never again y'all are the worst and I still haven't got my money back yet!
5291,RA,5 ⭐,Feb 08 2025,Easy to search and compare and make a decision.
5292,JG,5 ⭐,Feb 08 2025,"great communication, fast claim response"
5293,SB,5 ⭐,Feb 08 2025,"First, I talked to a representative on the phone.  He was very helpful.  He told me the documents that I would need to send.  Next, I got on the websites portal, submitted the necessary documentation.  I waited about a week and was then notified that I would be receiving a check.  I am satisfied with theprocess."
5294,NM,5 ⭐,Feb 08 2025,"Easy, helpful"
5295,AJ,5 ⭐,Feb 08 2025,Allianz made it easy to submit claim and were expeditious in approving refund
5296,GW,1 ⭐,Feb 08 2025,We are still waiting to hear back from Allianz about regarding a recent trip cancellation. It has been about a month-no word.
5297,RA,5 ⭐,Feb 08 2025,Easy to submit claim and know what documents to send. Timely refund.
5298,SO,5 ⭐,Feb 08 2025,N/A
5299,DE,5 ⭐,Feb 08 2025,I had a positive response to my claim within 24 hours.  I was very impressed.
5300,EJ,4 ⭐,Feb 08 2025,N/A
5301,DL,1 ⭐,Feb 08 2025,Waste of money. Expected to have to provide a Dr’s note for neurovirus in order to get a refund. Can’t go to the Dr when you are puking every hour. It’s bad enough we couldn’t go to the show that we were so excited for but then to lose the $ paid for the tickets PLUS the cost for the insurance that was for nothing.
5302,PB,1 ⭐,Feb 08 2025,"Not up to the mark. Had to follow u multiple times to make you do what is right per the policy. Not to mention, the claim was rejected first as the customer team didn’t understand it was outbound flight and tried closed it without resolving. Unacceptable."
5303,AD,5 ⭐,Feb 19 2025,i have never bought insurance before and it has been over a week since i missed event. i sent what required documents i thought was needed and have not heard anything. i probably will not use this service again
5304,RO,5 ⭐,Feb 08 2025,"The evaluation of, decision and turn-around on my claim was remarkably fast and fair.  I started the claim without receipts and planned to submit them after I got home.  Instead, Allianz approved the food expense claim at the $75 limit per person per day without receipts which turned out to be almost exactly the additional expense we incurred - very fair settlement."
5305,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
5306,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
5307,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
5308,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
5309,DW,5 ⭐,Feb 08 2025,N/A
5310,CA,1 ⭐,Feb 08 2025,N/A
5311,BO,5 ⭐,Feb 08 2025,This is the second time I have used Allianz and they again came through with flying colors.  I received my claim back in 5 days fully paid.  This is a reliable and trustworthy company
5312,DP,5 ⭐,Feb 08 2025,Wonderful experience with your company
5313,TC,5 ⭐,Feb 08 2025,When we were going through this hard time on our trip you made it easy after filing our claim.   Thank you.
5314,CU,1 ⭐,Feb 08 2025,Allianz thinks that everyone books through travel agencies and if you don’t they ask for documentation that you cannot obtain. Also not everyone prepays hotels. So to ask for proof that no refund was given is a moot point.
5315,RO,5 ⭐,Feb 08 2025,N/A
5316,VI,5 ⭐,Feb 08 2025,I missed a cruise because I was in the hospital. I'll when I filed a claim. They gave me all the guidelines I needed to do and as submitted all of paperwork and everything was done. In a timely manner I and I got my refund. And I'm just grateful.  Thank you.
5317,DP,1 ⭐,Feb 08 2025,I have yet to hear about a claim update and it’s been 5 days
5318,ST,5 ⭐,Feb 08 2025,"I'm in my late 60's and know from experience that emergencies can arise. I had planned on a girlfriend trip which we had to cancel due to my friend having a medical emergency. Thank heavens we all took out insurance! Although we had to cancel, we received our monies paid out, in a timely manner. I never plan a trip without purchasing insurance!"
5319,GE,5 ⭐,Feb 08 2025,N/A
5320,TE,5 ⭐,Feb 08 2025,Every helpful. Missed the show & had no problems getting refunded.
5321,DA,5 ⭐,Feb 08 2025,"Allianz was well worth the money spent. After a huge snow storm that prevented me from going to the concert, I was worried I would get my money back. It was easy to submit a claim and their response was very quick. I’ll definitely be getting insurance from now on!"
5322,VI,5 ⭐,Feb 08 2025,N/A
5323,DB,1 ⭐,Feb 08 2025,Do not use this company. The hoops you have to jump through to even submit a claim are many. Bought 8 tickets to an event and used only 7 due to sickness.(flu) I was looking to get $45 for the ticket and among the things they wanted was a Dr's slip.
5324,MA,1 ⭐,Feb 08 2025,Worst service. Don't use them. Absolute Waste of money.
5325,K.,5 ⭐,Feb 08 2025,customer service agents knowledgeable and friendly.
5326,DF,1 ⭐,Feb 08 2025,I filed a claim and havent heard back.
5327,MD,5 ⭐,Feb 08 2025,Super easy to use and fast payment
5328,CH,5 ⭐,Feb 08 2025,Easy insurance to purchase with reasonable price.
5329,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
5330,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
5331,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
5332,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
5333,TP,5 ⭐,Feb 08 2025,Easy application process to file a claim. Los Angeles wildfires created a cancelled flight as the University was level 3 go and there was nowhere to return to while evacuated. The insurance covered the flight cost under a natural disaster. The claim payment was paid as a check and arrived as communicated. Worth having the insurance for piece of mind. I will always buy the added inexpensive insurance for each flight.
5334,KS,5 ⭐,Feb 08 2025,That y’all took all my proof and delivered my return in a timely manner due to my flight being cancelled.
5335,JO,5 ⭐,Feb 08 2025,My response was on time and effective
5336,KH,2 ⭐,Feb 08 2025,Purchased this insurance on ticketmaster thinking I can cancel anytime. Didn’t think I needed a specific reason.. sometimes things come up that are NOT an option from their drop-down options. Not worth paying an additional $50 when I can’t even get my money back. The claim also took a bit too long to process. Would not recommend.
5337,TB,5 ⭐,Feb 08 2025,Great respond time
5338,LA,1 ⭐,Feb 08 2025,"I put in a claim to cancel my upcoming tickets a week ago.  Nothing has changed, as I'm still in ""review"" status.  The show that I paid for ""cancelation for any reason"" is a week away and no refund had been given.  I fear that nothing will be done, the date of the show will arrive and pass, and I'll be stuck with no refund in an insurance that I bought.  I purchased a ticket cancelation for any reason,  i want to cancel and would like the full amount due back to me immediately. Respectfully, I thank you for your help."
5339,JE,5 ⭐,Feb 08 2025,Quick response and quick return of funds !!
5340,JE,5 ⭐,Feb 08 2025,Very easy to hole a claim and quick turn around time
5341,JE,1 ⭐,Feb 08 2025,N/A
5342,ZD,5 ⭐,Feb 08 2025,The fast respond to the situation and I will definitely recommend you guys.
5343,PD,5 ⭐,Feb 08 2025,N/A
5344,ST,5 ⭐,Feb 08 2025,"Easy process and follow through. No unnecessary hoops or timeframes. If you are legit, you will get your claim."
5345,MC,5 ⭐,Feb 08 2025,I had difficulty trying to download
5346,LC,5 ⭐,Feb 08 2025,All my extra expenses for having a flight delay were reimbursed.
5347,CU,5 ⭐,Feb 08 2025,He was very patient and explained things well.
5348,MO,5 ⭐,Feb 08 2025,The application for a refund for trip cancellation was straightforward and easy to follow.  My application only involved airfare which made it fairly simple to complete.  This was approved within the timeline for approval of 7-10 days which was reasonable in my opinion.  Communication was good and did not require any followup by me.
5349,BJ,1 ⭐,Feb 08 2025,This insurance is one of the most pointless insurances of all time. Very poor communication from beginning to end with no resolution in sight. I’ll never be signing up for this scam ever again.
5350,HD,5 ⭐,Feb 08 2025,When my flight was cancelled they reimbursed my expenses rapidly
5351,MT,5 ⭐,Feb 08 2025,Applying for our medical reimbursement was extremely easy to complete. Response was very timely. Appreciate the quick and accurate service
5352,KJ,5 ⭐,Feb 08 2025,The company made it quite clear of exactly what documents they needed and then provided an easy way to submit it to them for review.
5353,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
5354,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
5355,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
5356,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
5357,RA,5 ⭐,Feb 08 2025,N/A
5358,HB,5 ⭐,Feb 08 2025,Very easy and straightforward process. So glad we got that insurance.
5359,RF,5 ⭐,Feb 08 2025,"The initial rep tried to resolve the issue. But soon he realized that my issue requires the expert handling the case. So he immediately tranferred. The expert explained, processed the refund right away and updated the new policy right away."
5360,RD,5 ⭐,Feb 08 2025,Easy online process.
5361,DK,5 ⭐,Feb 08 2025,The insurance claim was processed quickly and seemlessly; with compensation provided.
5362,KH,5 ⭐,Feb 08 2025,"Excellent location, great shower and bedding. Friendly staff."
5363,SG,5 ⭐,Feb 08 2025,"Easy to understand and obtain, yet comprehensive coverage."
5364,MB,5 ⭐,Feb 08 2025,Very easy process.
5365,IN,4 ⭐,Feb 08 2025,"Even though the first person I spoke to couldn’t resolve my problem, she was courteous. I needed to escalate my phone call to a supervisor in order to have my issue resolved"
5366,NC,5 ⭐,Feb 08 2025,Absolutely the BEST!!!
5367,SA,1 ⭐,Feb 08 2025,No refunds after cancelling trip :(
5368,FO,5 ⭐,Feb 08 2025,The agent was nice and helpful
5369,MS,1 ⭐,Feb 08 2025,Cover peoples expenses when they have a delay or cancellation that requires unplanned stay overnight and eating costs.
5370,EH,5 ⭐,Feb 08 2025,Easy to use the program
5371,JT,5 ⭐,Feb 08 2025,Relatively easy to figure out what insurance we needed and then buy it; but also straightforward in obtaining a refund when we had to cancel our trip.
5372,MR,5 ⭐,Feb 08 2025,N/A
5373,LP,5 ⭐,Feb 08 2025,The online claim submission was fairly easy and my claim was process quite expeditiously.
5374,GR,5 ⭐,Feb 08 2025,"It was very easy to look over the coverage to see if it was right for my travel needs. Once I decided to sign up for the coverage, the process was very simple and straightforward."
5375,JA,5 ⭐,Feb 08 2025,"I was honestly thinking it would be way more difficult than it was to submit a claim. I unexpectedly got sick before a trip and had to cancel. Hearing horror stories about insurance I was kind of resigned to not getting my money back, or if I did then not getting it all back. However the process was simple, easy, and didn’t receive any pushback or have to deal with dumb loopholes. I would highly recommend travel insurance just in case."
5376,KC,5 ⭐,Feb 08 2025,"Shortly after we checked into our AirBnb, a loose glass shelf broke, I fell badly, and was taken to the hospital to check for broken bones. The company rep spoke with the local hospital in South America, helped us overcome language barriers and authorized treatment to begin.  in under four hours, we saw the doctor twice, obtained xrays, and were given instructions for medications.  We filed the paperwork and fees with Allianz and received payment within 2 days of submission."
5377,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
5378,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
5379,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
5380,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
5381,AS,5 ⭐,Feb 08 2025,Easy process to submit my claim online - and within a week or so it was approved and my check arrived in the mail.
5382,MC,5 ⭐,Feb 08 2025,fast review and final decision on my submitted claim
5383,CB,1 ⭐,Feb 08 2025,I had to cancel trip because my wife has cancer and I ask for refund of my premium around 28.00 and did not get it
5384,DR,1 ⭐,Feb 08 2025,I do not receive any information about the claim so at these point I cant rate the service because I dont receive any service jet.
5385,Linda N Rittenhouse,5 ⭐,Feb 08 2025,Easy to obtain a competitive quote and understandable chart on coverages.
5386,MI,5 ⭐,Feb 08 2025,"We were very happy about our purchase of our trip insurance through our AAA agent. We found out after we returned from our cruise that we could receive compensation from a missed port. So in contacting the insurance company and providing them with the information they requested, we were pleased to receive a check for the inconvenience of missing Key West which was one of the ports we were really looking forward to visiting. Will definitely purchase this coverage for our next trip and highly recommend for anyone to make that purchase also."
5387,GS,5 ⭐,Feb 08 2025,HAD HEALTH PROBLEMS COULD NOT MAKE A CONCERT AND ALLIANZ CAME THROUGH.
5388,M.,5 ⭐,Feb 08 2025,Our insurance coverage truly helped us! We get it every time and it helps in case of emergency.
5389,CT,5 ⭐,Feb 08 2025,Very helpful. Made itEasy.
5390,MP,5 ⭐,Feb 08 2025,"This was the first time I’ve filed a trip insurance claim.  I have to say what a good experience it was dealing with Allianz. It took me longer to assemble my claims information and submit it than it took to have my claim processed and settled. Allianz kept me updated, and they were great."
5391,JD,3 ⭐,Feb 08 2025,Was disappointed that my trip was not covered due to hurricane Milton
5392,JE,5 ⭐,Feb 08 2025,Easier than I expected.  I didn’t submit receipts so I’m sure that expedited the process.
5393,KG,1 ⭐,Feb 08 2025,Asked for documents showing my uncle was in the hospital. That is rediculous.
5394,JA,2 ⭐,Feb 08 2025,"Very difficult to imposible to navigate ( and I have a PhD in Physics and a Masters in Math), and the first person you talk to to is a simple operator that needs in turn to transfer you to a claim person y you can find yourself waiting half an hour….You used to be much better just 6 month ago. Your are involutioning."
5395,DB,5 ⭐,Feb 08 2025,"The website was easy to navigate, and I was pleased with how quickly a decision was made on my claim. The payment was in my account at almost the same time as I received the email with the decision."
5396,KN,1 ⭐,Feb 08 2025,I lost two luggage  and nothing  was done even  though  I had insurance. According to them the insurance  i had didn't cover  lost luggages  even  though  I was under  when buying the insurance  i thought  I would be covered  in every case
5397,SU,5 ⭐,Feb 08 2025,Had all the Info I needed
5398,SU,5 ⭐,Feb 08 2025,The  process was easy and I was transparent with the fact that I could not travel because road where I was going was in a bad condition due to large quantities of ice and snow. I live in Florida so this was no feasible. I got a check in the mail so now I booked a new flight.
5399,DR,5 ⭐,Feb 08 2025,the ease and helpfulness from the agents in how to file the claim once I received the bills from the German hospital and the ambulance.
5400,MJ,4 ⭐,Feb 07 2025,Decent value for the price.
5401,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
5402,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
5403,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
5404,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
5405,CR,5 ⭐,Feb 07 2025,"Easy to file a claim, prompt return"
5406,HO,5 ⭐,Feb 07 2025,Ease of use of website. Clear and concise verbiage for coverage.  Helpful customer service if necessary.
5407,AN,5 ⭐,Feb 07 2025,I usually always purchase insurance on my travels with Allianz travel insurance.They have always been available to assist with any issues during our travels.
5408,KH,5 ⭐,Feb 07 2025,"A car accident prevented us from attending the event.   Proper documents were sent for my claim,  and after review and approval, the cost of my tickets were promptly deposited into my checking account."
5409,NB,1 ⭐,Feb 07 2025,I have been trying to get an update on my claim for weeks.
5410,SF,5 ⭐,Feb 07 2025,Very efficient. Canceled my cruise and in two days  you had deposited my refund.
5411,AA,5 ⭐,Feb 07 2025,Easy to book insurance.
5412,SR,5 ⭐,Feb 07 2025,We had a cancelled flight and had to rent a car to drive home and Allianz was very helpful with our situation and quick reimbursement.
5413,CN,5 ⭐,Feb 07 2025,We were so upset about not being able to go and losing so much money and they solved this issue 100 percent.
5414,KF,5 ⭐,Feb 07 2025,The customer service was great! I received my refund in a timely manner. Thank you
5415,GR,5 ⭐,Feb 07 2025,"Quick, easy and reasonably priced travel insurance."
5416,JL,5 ⭐,Feb 07 2025,"Reliable in the past, reliable now!"
5417,VI,5 ⭐,Feb 07 2025,"We unfortunately had to cancel our trip to Mexico, my husband had a major health issue arise and has had two surgeries and a third here in a few weeks. Allianz made it easy to file a claim, it was approved fast and we are just waiting for our refund."
5418,AR,5 ⭐,Feb 07 2025,N/A
5419,RH,5 ⭐,Feb 07 2025,"When I had a couple of questions I was able to talk to a person for help. When I finished my claim it said it might take a week to process, but it was done in a day so that was nice."
5420,DA,5 ⭐,Feb 07 2025,Excellent Customer Service RepsProvided easy to follow instructionsFor filling a claim.Will use Allianz in the future
5421,YO,4 ⭐,Feb 07 2025,Thank you for the reimbursement. It was much appreciated.
5422,SB,2 ⭐,Feb 07 2025,I am appealing the cancellation fee from Celebrity due to the death of my travel companion.
5423,MB,1 ⭐,Feb 07 2025,Absolutely horrible trip interruption policy that doesn't cover when a plane diverts to another airport this causing missed connecting flights on other airlines
5424,VA,4 ⭐,Feb 07 2025,Easy to navigate on the app
