Review ID,Reviewer Name,Rating,Review Date,Review Content,cleaned_text
3853,PA,1 ⭐,Feb 16 2025,Makes no sense to put insurance on a flight when it’s so difficult to get a refund. Absolutely horrible.,makes sense put insurance flight difficult get refund absolutely horrible
3854,JC,5 ⭐,Feb 16 2025,So so good to help me with my claim,good help claim
3855,LB,5 ⭐,Feb 16 2025,I have Always had great service with Allianz.,always great service allianz
3856,CU,5 ⭐,Feb 16 2025,"My coordinator was GREAT she made me feel like I was the only person she needed to help.  She would call and check up on me.  Allianz I can't say enough about how thankful and pleased I am with the service I received I've started recommending you to my traveling family and friends.  I was   on vacation in Costa Rica I fell and broke my humerus bone and needed surgery.  My husband didn't know what to do, called Allianz and from there we had an angel watching over us. Your service is GREAT.",coordinator great made feel like person needed help would call check allianz cant say enough thankful pleased service received ive started recommending traveling family friends vacation costa rica fell broke humerus bone needed surgery husband didnt know called allianz angel watching us service great
3857,KR,2 ⭐,Feb 16 2025,Have not received refund.,received refund
3858,JA,4 ⭐,Mar 07 2025,"UPDATE: I admit to a bit of frustration with all the documents I had to submit, several of them were submitted multiple times. There is a Happy Ending, however! Last night I received an email saying my claim had been approved and this morning, the money is in our bank account!If I had to do it over, I would definitely buy insurance through Allianz! Just be patient!Had to cancel our trip when husband fell and broke his leg. Cruise insurance has already approved our claim. This claim for airfare is still in the initial review. Both claims filed at same time. Hoping my opinion of this insurance provider improves!",update admit bit frustration documents submit several submitted multiple times happy ending however last night received email saying claim approved morning money bank accountif would definitely buy insurance allianz patienthad cancel trip husband fell broke leg cruise insurance already approved claim claim airfare still initial review claims filed time hoping opinion insurance provider improves
3859,LJ,1 ⭐,Feb 16 2025,"Horrible experience!!! My work trip to California was canceled by my company due to the California wildfires, so I submitted a claim for both my husband and my plane ticket booked through Delta. After submitting all the required documentation, I was being asked by Allianz to submit additional documentation which was a form that not even Delta recognized or was familiar with. The entire claim process was very frustrating and it should not have been. It was very straightforward of why I could not travel to California the week of January 27, 2025. Please do not use and or buy this insurance. It is a scam. Delta reimbursed, both plane tickets. Thank God for Delta.",horrible experience work trip california canceled company due california wildfires submitted claim husband plane ticket booked delta submitting required documentation asked allianz submit additional documentation form even delta recognized familiar entire claim process frustrating straightforward could travel california week january please use buy insurance scam delta reimbursed plane tickets thank god delta
3860,GG,1 ⭐,Feb 16 2025,"Denied claim. Ripoff, not worth it.",denied claim ripoff worth
3861,NE,2 ⭐,Feb 16 2025,I submitted my claim almost a month ago and still don’t have a final answer and never able to speak to my claim handler just customer service. Easy to file but it went downhill once claim submitted.,submitted claim almost month ago still dont final answer never able speak claim handler customer service easy file went downhill claim submitted
3863,C.,5 ⭐,Feb 16 2025,"We have used Allianz travel insurance plan for many years. This year was the first time we’ve ever had to make a claim, and it was for a baggage delay.So easy to file the claim  and submit the paperwork online and they reimbursed us very quickly!We feel very reassured. Should we have any troubles in our future travels. Highly recommend.",used allianz travel insurance plan many years year first time weve ever make claim baggage delayso easy file claim submit paperwork online reimbursed us quicklywe feel reassured troubles future travels highly recommend
3865,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
3866,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
3867,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
3868,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
3870,BO,5 ⭐,Feb 16 2025,Delayed by American Airlines and missed our connecting flight. Our Allianz insurance covered the cost of our hotel.,delayed american airlines missed connecting flight allianz insurance covered cost hotel
3871,,3 ⭐,Feb 16 2025,It took forever to get paid because I had to send the information into Allianz multiple times. I think they might have lost the info.... I also could never get a real person on the phone to talk to.Months later they finally paid the whole claim but it took fighting tooth and nails.,took forever get paid send information allianz multiple times think might lost info also could never get real person phone talk tomonths later finally paid whole claim took fighting tooth nails
3872,SA,5 ⭐,Feb 16 2025,"I appreciate the ease and affordability of getting travel insurance especially for last-minute trips. When comparing prices and terms of coverage, Allianz consistently makes it a good choice for me. Fortunately I've never had to use the coverage, so I can't speak to that, but I enjoy the peace of mind I have knowing there's some help if misfortune occur and they've been around a while. I knew someone who died abroad and I've known of people having serious health setbacks. I never travel without some type of coverage.",appreciate ease affordability getting travel insurance especially lastminute trips comparing prices terms coverage allianz consistently makes good choice fortunately ive never use coverage cant speak enjoy peace mind knowing theres help misfortune occur theyve around knew someone died abroad ive known people serious health setbacks never travel without type coverage
3873,DT,1 ⭐,Feb 16 2025,The meeting I was going to was cancelled including my lodging and you denied my claim.  This insurance is worthless and I will tell everyone I know never to select it.,meeting going cancelled including lodging denied claim insurance worthless tell everyone know never select
3874,ER,5 ⭐,Feb 15 2025,"It was easy to submit a claim.  When I had a question and called, the customer service representative was very professional and helpful.",easy submit claim question called customer service representative professional helpful
3875,MF,1 ⭐,Feb 15 2025,No communicationPeople i have talked to on the phone No help at all cant make any decisionsNo where to chat to a person that knows anythingI filed the claim 2/3/25Concert 2/15/25It is 2/15/25 and still NOTHING from youThis is not professional at allDisappointed concert is in 4 hrs and NOTHING,communicationpeople talked phone help cant make decisionsno chat person knows anythingi filed claim concert still nothing youthis professional alldisappointed concert hrs nothing
3876,WK,5 ⭐,Feb 15 2025,Filing the claim was easy and understandable.,filing claim easy understandable
3877,KR,4 ⭐,Feb 15 2025,All of my questions were answered. Representative assisted me with filing my claim. He throughly explained what documents I needed to upload for my claim and was very helpful all around,questions answered representative assisted filing claim throughly explained documents needed upload claim helpful around
3878,DE,5 ⭐,Feb 15 2025,Claim was easy to file and reimbursement was very timely,claim easy file reimbursement timely
3879,MS,5 ⭐,Feb 15 2025,It is very easy to work with Allianz. We have been buying their travel insurance for years.,easy work allianz buying travel insurance years
3880,FH,3 ⭐,Feb 15 2025,Trying to get email addresses changed.   Now have both active.   Cannot ger away from the old email address.,trying get email addresses changed active cannot ger away old email address
3881,CL,5 ⭐,Feb 15 2025,"Quick responses, clear instructions, fast payment.",quick responses clear instructions fast payment
3882,PA,5 ⭐,Feb 15 2025,Very easy to do and decide what was best for us. Also more than reasonable cost as compared to other like companies.,easy decide best us also reasonable cost compared like companies
3883,RT,3 ⭐,Feb 15 2025,I wanted to use Visa gift cards to purchase my 1 yr policy. The rep said no. I don't understand why the care how I pay!,wanted use visa gift cards purchase yr policy rep said dont understand care pay
3884,MD,5 ⭐,Feb 15 2025,very smooth process and encouraging to all ways buy travel insurance,smooth process encouraging ways buy travel insurance
3885,FI,5 ⭐,Feb 15 2025,Honest and pretty fast. Missed my trip due to sudden Flu. Was very glad I had insurance or I'd been out over 1K!Don't hesitate to use this Insurance Company.,honest pretty fast missed trip due sudden flu glad insurance id kdont hesitate use insurance company
3886,CA,5 ⭐,Feb 15 2025,Personnel very friendly and helpful getting paperwork prepared to be submitted,personnel friendly helpful getting paperwork prepared submitted
3888,BK,5 ⭐,Feb 15 2025,Ease of use for your website.  The types of coverages offered. The claims process was seamless because I did have one claim.,ease use website types coverages offered claims process seamless one claim
3889,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
3890,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
3891,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
3892,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
3893,IR,5 ⭐,Feb 15 2025,Easy to understand the policy and easy to fill out the forms.  Prompt service.,easy understand policy easy fill forms prompt service
3894,JA,5 ⭐,Feb 15 2025,Very helpful and responsive,helpful responsive
3895,FD,4 ⭐,Feb 15 2025,Easy to use the website but you never know if it is a good insurance until you have to use it,easy use website never know good insurance use
3896,PH,5 ⭐,Feb 15 2025,"I had suffered an illness the day before my event. Luckily, I purchased the insurance. I contacted the company advised them of what was happening - the rep walked me through the steps of how to file a claim. My money was returned instantly! The customer service was top tier. Very satisfied with my experience with this company.",suffered illness day event luckily purchased insurance contacted company advised happening rep walked steps file claim money returned instantly customer service top tier satisfied experience company
3898,AR,5 ⭐,Feb 15 2025,"It is always good to have insurance. I have always taken out insurance, and this is the first time using it. It was a very easy process.",always good insurance always taken insurance first time using easy process
3899,RS,5 ⭐,Feb 15 2025,Very useful information,useful information
3902,KC,5 ⭐,Feb 15 2025,claim processed quickly. staff very easy to communicate with,claim processed quickly staff easy communicate
3903,CS,5 ⭐,Feb 15 2025,Guidelines were present to aid in claim submission.Response/ acknowledgement was timely.Result was what expected.,guidelines present aid claim submissionresponse acknowledgement timelyresult expected
3904,AJ,5 ⭐,Feb 15 2025,This was an easy and quick claim to file!  We needed to cancel a nonrefundable flight due to a loss. I didn’t need to argue with anyone for a payout and we received a beautiful respectful note wishing us well in our time of grief.,easy quick claim file needed cancel nonrefundable flight due loss didnt need argue anyone payout received beautiful respectful note wishing us well time grief
3905,SC,5 ⭐,Feb 15 2025,Reliable travel insurance that I have been using for years.,reliable travel insurance using years
3907,MA,5 ⭐,Feb 15 2025,"While we've never filed a claim with Allianz in all our years of travelling, it's always nice to have peace of mind.",weve never filed claim allianz years travelling always nice peace mind
3910,RB,1 ⭐,Feb 15 2025,I was charged twice for the same rental car insurance.  Did not receive confirmation of charges and could not get a response via email.  Still disputing a charge of $44.00.,charged twice rental car insurance receive confirmation charges could get response via email still disputing charge
3911,JE,5 ⭐,Feb 15 2025,We purchased insurance on our tickets as a last minute thought and such a good thing we did.  The day of our event my son and I tested positive for covid.  I submitted a claim and within a few days all of our money was refunded.   I'm so thankful and it was an easy process!!,purchased insurance tickets last minute thought good thing day event son tested positive covid submitted claim within days money refunded im thankful easy process
3912,JC,5 ⭐,Feb 15 2025,Got sick day before trip. Filing a claim was easy. Approved in a day. Paid in two.,got sick day trip filing claim easy approved day paid two
3913,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
3914,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
3915,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
3916,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
3917,T&,5 ⭐,Feb 15 2025,"We have only had two claims.  One was very large due to a cruise company going under.  Very few people received their money back, even the ones that purchased insurance directly from the cruise line. (the cruise company never bought the policies).  We had annual insurance through Allianz and they reimbursed us fully — no questions asked.  They are a fantastic company and I highly recommend them!!!",two claims one large due cruise company going people received money back even ones purchased insurance directly cruise line cruise company never bought policies annual insurance allianz reimbursed us fully questions asked fantastic company highly recommend
3918,DF,5 ⭐,Feb 15 2025,"WOW!!!!  BEST SERVICE EVER!!   process was SO easy, and so fast.  honestly, this was the first time I ever bought travel insurance because I was sure if I needed it there would be a reason I didn't get it.. well, Allianz was amazing.  I will always use Allianz when I travel.  THANK YOU",wow best service ever process easy fast honestly first time ever bought travel insurance sure needed would reason didnt get well allianz amazing always use allianz travel thank
3919,AM,5 ⭐,Feb 15 2025,I like the annual travel insurance policy. It saves insuring each trip in the year.,like annual travel insurance policy saves insuring trip year
3920,AM,5 ⭐,Feb 15 2025,"It was actually amazing! I fully expected some kind of excuse to not pay the claim, but once I submitted my documents, the claim was paid immediately! I don’t usually leave reviews, but I thought that was great",actually amazing fully expected kind excuse pay claim submitted documents claim paid immediately dont usually leave reviews thought great
3921,MS,4 ⭐,Feb 15 2025,"The customer service personnel I spoke with were very helpful & efficient.  Getting a refund was easier than I had imagined. Thank you. Your online process was cumbersome, not intuitive  & with poor instructions. I was never able to move pass the most basic steps.",customer service personnel spoke helpful efficient getting refund easier imagined thank online process cumbersome intuitive poor instructions never able move pass basic steps
3923,DR,3 ⭐,Feb 15 2025,It is a slow cumbersome process. My claim was successfully processed in just over five weeks.,slow cumbersome process claim successfully processed five weeks
3924,KA,1 ⭐,Feb 15 2025,I bought the insurance for my fight YET was refused payment from Your company when I change my travel dates,bought insurance fight yet refused payment company change travel dates
3925,ZK,5 ⭐,Feb 15 2025,"Excellent this is a renewal, did it on line easy to follow explains how to renew and what your policy is all about perfect thanks great company zena",excellent renewal line easy follow explains renew policy perfect thanks great company zena
3926,JF,1 ⭐,Feb 15 2025,Will never buy insurance from your company again. How is a natural disaster not covered? ( i am a Firefighter working LA FIRES),never buy insurance company natural disaster covered firefighter working la fires
3927,WP,5 ⭐,Feb 15 2025,The process was easy and the reprThesentative was very knowledgeable. I followed the instructions and provided proof of my wife's medical emergency. The claim process was easy and to the point. In a difficult medical emergency it was a welcome surprise.,process easy reprthesentative knowledgeable followed instructions provided proof wifes medical emergency claim process easy point difficult medical emergency welcome surprise
3928,MO,5 ⭐,Feb 15 2025,"Early reminders to renew, easy online renewal.",early reminders renew easy online renewal
3930,DA,4 ⭐,Feb 15 2025,"User friendly website, good value.Looked at many websites over 2-3 weeks and Allianz was the best fit for me.",user friendly website good valuelooked many websites weeks allianz best fit
3931,CA,5 ⭐,Feb 15 2025,"Hope that you never have to use this product, but I di lst year and the claim was handled promptly.",hope never use product di lst year claim handled promptly
3932,CM,5 ⭐,Feb 15 2025,I filled out all the paperwork and submitted the forms needed and received my travel claim reimbursement same day!,filled paperwork submitted forms needed received travel claim reimbursement day
3933,OH,5 ⭐,Feb 15 2025,"The process was easy, Self explanatory. I will Definitely use this company with my future plans. Thanks",process easy self explanatory definitely use company future plans thanks
3934,MR,5 ⭐,Feb 15 2025,Affordable rates and fast service. Filing a claim was quite easy,affordable rates fast service filing claim quite easy
3935,LE,5 ⭐,Feb 15 2025,The process of filing the claim was easy and people I spoke to when I had questions were helpful and professional.,process filing claim easy people spoke questions helpful professional
3936,AN,5 ⭐,Feb 15 2025,Claim was quick and easy,claim quick easy
3937,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
3938,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
3939,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
3940,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
3941,JM,5 ⭐,Feb 15 2025,Flights got canceled over 2 days due to a winter storm and it impacted our trip to NY. I submitted my claim online but needed help so called their customer service and they helped me complete the claim and explained the additional info I needed to provide. Once I submitted the required info my claim quickly got processed. They covered the cost of our canceled flight plus additional expenditures at the airport due to the multiple delays and cancelations we experienced. We missed out on our planned 3 day weekend trip to NY but the coverage will allow us to reschedule our trip again.,flights got canceled days due winter storm impacted trip ny submitted claim online needed help called customer service helped complete claim explained additional info needed provide submitted required info claim quickly got processed covered cost canceled flight plus additional expenditures airport due multiple delays cancelations experienced missed planned day weekend trip ny coverage allow us reschedule trip
3942,RP,5 ⭐,Feb 15 2025,Glad I got the insurance,glad got insurance
3943,JE,5 ⭐,Feb 15 2025,"Easy to renew by using my phone. Simple, quick.",easy renew using phone simple quick
3944,LW,1 ⭐,Feb 15 2025,"we had a delay in bags getting to us on our trip both ways - having to spend hundreds to get by while we waited. After we got back and filed a claim, we realized we only had 'stolen' bag coverage - in hind sight this is our fault but I feel like they should both be covered. Money lost by no fault of our own.",delay bags getting us trip ways spend hundreds get waited got back filed claim realized stolen bag coverage hind sight fault feel like covered money lost fault
3945,VB,5 ⭐,Feb 15 2025,"I purchased tickets for an event in the fall. Didn’t really think about getting insurance, but since the event was held in February, and that’s when we typically receive bad weather, I figured I’d pay the $7 for each ticket in case the event was cancelled due to weather. Turns out my mom ended up running a fever the morning of our event and with the flu going around, we didn’t want to chance anyone else getting it so she decided not to go. I tried finding someone else to use her ticket to no avail. The next morning, while cleaning out my email, I saw where I purchased the insurance. I thought why not. So I made a claim and within 24 hours I had received confirmation it was approved and I was able to get her ticket and fees refunded (a total of $88).  It was a simple process! I’m glad I decided to purchase the insurance.",purchased tickets event fall didnt really think getting insurance since event held february thats typically receive bad weather figured id pay ticket case event cancelled due weather turns mom ended running fever morning event flu going around didnt want chance anyone else getting decided go tried finding someone else use ticket avail next morning cleaning email saw purchased insurance thought made claim within hours received confirmation approved able get ticket fees refunded total simple process im glad decided purchase insurance
3946,DM,5 ⭐,Feb 15 2025,Allianz responded quickly with a refund when we had the misfortune of having to quit traveling.,allianz responded quickly refund misfortune quit traveling
3947,NF,2 ⭐,Feb 15 2025,"Not sure why I am getting a survey when my claim is still in review. So, am I happy with the timing of asking how they did when I haven’t heard back yet on the claim status? Not particularly. I suppose if it’s favorable outcome, I would give it more stars but otherwise I think it is odd to send a request for a review prior to finishing my claim.",sure getting survey claim still review happy timing asking havent heard back yet claim status particularly suppose favorable outcome would give stars otherwise think odd send request review prior finishing claim
3948,TB,5 ⭐,Feb 15 2025,"Timely, professional and helped us recover financially from a cancelled flight. Thank you!",timely professional helped us recover financially cancelled flight thank
3949,CS,5 ⭐,Feb 15 2025,I’m impressed with how quickly Allianz responded to my claim and how quickly it was paid.,im impressed quickly allianz responded claim quickly paid
3950,MN,5 ⭐,Feb 15 2025,My claim was handled very efficiently,claim handled efficiently
3951,Jose,5 ⭐,Feb 15 2025,Easy and convenient sign-up. Great to have no worry travel plans. We always get the yearly plan.,easy convenient signup great worry travel plans always get yearly plan
3952,CR,1 ⭐,Feb 15 2025,"I have always wondered what would happen if I had a reason to claim on this insurance. I dither on whether or not it is worth the price every time I purchase a ticket. This last trip was the first time I had purchased the insurance and actually had what I considered a claimable event. I was very frugal in what I purchased, a meal during a long weather delay. The meal was much lower than the price of the insurance.My claim was denied - because it wasn't a 6 hour delay. The delay was certainly very close to that, I guess I don't understand how the time is figured. I understand that insurance has rules - but once again, when an insurance claim is made - turns out there is some technical rule so that the claim doesn't have to be paid. I assure you I will not purchase the insurance again. And furthermore, I will advise others of my experience.",always wondered would happen reason claim insurance dither whether worth price every time purchase ticket last trip first time purchased insurance actually considered claimable event frugal purchased meal long weather delay meal much lower price insurancemy claim denied wasnt hour delay delay certainly close guess dont understand time figured understand insurance rules insurance claim made turns technical rule claim doesnt paid assure purchase insurance furthermore advise others experience
3953,JV,1 ⭐,Feb 15 2025,I sent the required documentation 2 weeks ago. Have not heard back.,sent required documentation weeks ago heard back
3954,DE,5 ⭐,Feb 15 2025,"I always buy travel insurance. This is the first time I have ever needed to use it. I suffered a health emergency on our way to the airport. Was hospitalized for two days. When I applied to get my airfare refunded there was no problem. I supplied the paperwork, it was approved, and the money was refunded.",always buy travel insurance first time ever needed use suffered health emergency way airport hospitalized two days applied get airfare refunded problem supplied paperwork approved money refunded
3955,CS,5 ⭐,Feb 15 2025,"With the right documentation and the ease of filing a claim, the results were very positive.",right documentation ease filing claim results positive
3956,CH,5 ⭐,Feb 15 2025,The process was easy and seamless. I didn't have to resubmit anything or speak with anyone. My claim came through right away.,process easy seamless didnt resubmit anything speak anyone claim came right away
3957,RJ,5 ⭐,Feb 15 2025,I’ve used Allianz Travel insurance for years. Both the One Trip Prime as well as the One Trip Emergency Medical.  Good pricing and great coverage.  And in the event you need to file a claim these people are extremely helpful.  With them there’s no “gray area” or surprises.  Highly recommended.,ive used allianz travel insurance years one trip prime well one trip emergency medical good pricing great coverage event need file claim people extremely helpful theres gray area surprises highly recommended
3958,SS,5 ⭐,Feb 15 2025,"Made the process easy and not super complicated,  which is greatly appreciated.",made process easy super complicated greatly appreciated
3960,LL,1 ⭐,Feb 15 2025,I haven’t been able to log into the app despite multiple support calls,havent able log app despite multiple support calls
3961,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
3962,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
3963,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
